LOGRADOURO,BAIRRO,CIDADE/ESTADO,BAIRRO.1,CEP
Rua Atílio Augusto,Chácara Tatuapé,"São Paulo, SP","Chácara Tatuapé, São Paulo, SP",03060-025
Avenida Celso Garcia 3868,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03064-970
Rua Baependi,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03077-070
Rua Baguari,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03084-040
Rua Baguari 146/158,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03084-900
Rua Bernardo Magalhães,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03067-060
Praça Borborema,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03065-035
Rua Brasilina Tani,Chácara Tatuapé,"São Paulo, SP","Chácara Tatuapé, São Paulo, SP",03060-003
Rua Brejal,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03071-030
Parque Butuí,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03065-025
Rua Camocim,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03077-080
Travessa Canto da Graúna,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03321-070
Rua Cariatuba,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03063-010
Travessa Cataratas do Iguaçu,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03068-005
Rua Catiguá,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03065-030
Avenida Celso Garcia - de 2482 a 3028 - lado par,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03064-100
Avenida Celso Garcia 4707,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03063-900
Avenida Celso Garcia - de 2483 ao fim - lado ímpar,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03063-000
Avenida Celso Garcia - de 3030 ao fim - lado par,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03064-000
Rua Cesário Galero,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03071-000
Avenida Conde de Frontin - de 1001/1002 ao fim,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03501-000
Avenida Condessa Elisabeth de Robiano,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03077-005
Rua Coronel Carlos Oliva,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03067-010
Rua Coronel Gustavo Santiago,Vila Zilda (Tatuapé),"São Paulo, SP","Vila Zilda (Tatuapé), São Paulo, SP",03069-030
Rua Coronel Quartim,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03077-050
Rua Coronel Sousa Reis,Vila Zilda (Tatuapé),"São Paulo, SP","Vila Zilda (Tatuapé), São Paulo, SP",03069-010
Rua Corta Vento,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03313-010
Rua Cristais,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03065-040
Rua Cunha Abreu,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03070-030
Rua Curaçatuba,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03063-020
Rua Cândido Vale,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03068-010
Travessa Delphino Castelli,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03064-010
Rua Delphino Piovezan,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03401-035
Travessa Desembargador Ivanhoe Nóbrega de Salles,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03066-060
Rua Dom Andrés Lamas,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03084-020
Praça Dom Justino José Sant'Ana,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03316-155
Rua Doutor Corinto Baldoino Costa,Vila Zilda (Tatuapé),"São Paulo, SP","Vila Zilda (Tatuapé), São Paulo, SP",03069-070
Rua Doutor Ernesto Mariano,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03068-020
Rua Doutor Jorge Ramos,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03068-030
Rua Doutor Miguel Vieira Ferreira,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03071-080
Rua Doutor Raul da Rocha Medeiros,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03071-100
Rua Doutor Ângelo Vita,Vila Zilda (Tatuapé),"São Paulo, SP","Vila Zilda (Tatuapé), São Paulo, SP",03069-000
Rua Duarte de Carvalho,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03084-030
Praça Edson Bizzelli,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03077-085
Rua Emboraí,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03063-030
Rua Engenheiro Andrade Júnior,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03061-040
Rua Engenheiro Balém,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03061-020
Rua Engenheiro Eurico Arnaldo Guedes de Araújo,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03307-040
Rua Engenheiro Muniz de Aragão,Chácara Tatuapé,"São Paulo, SP","Chácara Tatuapé, São Paulo, SP",03060-030
Rua Engenheiro Reynaldo Cajado,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03061-030
Rua Engenheiro Saturnino de Brito,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03061-010
Rua Engenho Velho,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03077-040
Travessa Ettore Semeghini,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03081-045
Rua Evaristo Vaz de Arruda,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03071-040
Rua Fernando Dondon,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03311-060
Viela Fernando Molina,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03081-025
Rua Ferreira Machado,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03067-080
Rua Filipe Camarão,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03065-000
Rua Francisco Bueno,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03077-020
Travessa Francisco Delbucio,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03080-060
Rua Francisco Marengo - até 999/1000,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03313-000
Rua Francisco Marengo - de 1001/1002 ao fim,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03313-001
Rua Francisco Vieira,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03071-010
Rua Frutuoso da Costa,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03311-050
Rua Garimpos,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03313-050
Rua Garça,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03071-020
Travessa Georgina Silvestrini Gardengui,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03066-025
Rua Gonçalves Crespo,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03066-030
Rua Governador Menezes,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03085-005
Rua Guabiju,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03077-100
Rua Heitor Bariani,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03080-020
Praça Heitor Levy,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03316-070
Rua Henrique Lindenberg,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03067-030
Rua Henrique Sertório,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03066-065
Rua Henrique de Vasconcelos,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03316-100
Praça Hugo Tambellini,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03068-025
Praça Hélio de Oliveira,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03401-015
Rua Icaraí,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03071-050
Rua Ida Moreira,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03401-020
Rua Iguaruçu,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03077-030
Rua Iguaré,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03077-010
Rua Irmãos Leme,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03313-030
Rua Irmãos Martins,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03307-010
Rua Isidro Tinoco,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03316-010
Rua Itaca,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03312-040
Rua Ivaí,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03080-010
Rua Ivaí 207,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03080-900
Rua Jacirendi,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03080-000
Rua José Favaretto,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03065-060
Rua José Fernandes Torres,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03070-010
Praça José Giudice,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03071-090
Praça José Moreno,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03067-025
Rua João de Almeida,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03312-030
Travessa João de Almeida,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03312-005
Rua Lopes Moreira,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03401-010
Rua Lourenço Correa,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03307-020
Praça Louveira,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03080-050
Rua Luís do Paço,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03071-070
Rua Manoel Graça,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03071-130
Rua Manuel de Autoguia,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03313-020
Rua Margarida de Lima,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03081-010
Rua Maria Augusto Miranda,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03313-040
Rua Maria Eleonora,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03081-020
Rua Maria Eugênia,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03081-030
Rua Maria José da Costa,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03081-002
Rua Maria Álvares,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03077-060
Rua Maripá,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03311-040
Rua Marquês de Abrantes,Chácara Tatuapé,"São Paulo, SP","Chácara Tatuapé, São Paulo, SP",03060-020
Rua Martim Pescador,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03312-050
Rua Martim Pescador,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03312-900
Rua Martim Soares,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03065-050
Rua Martins Pena,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03066-000
Travessa Mata de Pinheiros,Vila Zilda (Tatuapé),"São Paulo, SP","Vila Zilda (Tatuapé), São Paulo, SP",02318-450
Travessa Maurício Moghetti Cholla,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03064-020
Rua Melo Freire,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03314-030
Rua Melo Peixoto,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03070-000
Rua Melo Peixoto 311,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03070-900
Travessa Michele Mastrobuono,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03081-004
Avenida Miguel Catarino,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03602-080
Rua Miguel Molina,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03063-040
Travessa Mogarim,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03068-015
Rua Monte Serrat - até 799/800,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03312-000
Rua Monte Serrat - de 801/802 ao fim,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03312-001
Travessa Mônica Célia Ignácio Pereira,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03081-035
Travessa Nelson Mengar,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03081-031
Rua Novo Sul,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03081-006
Praça Odilon Ventania,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03070-005
Travessa Oscar Francera,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03066-005
Vila Otávio Rodrigues Vaz,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03066-080
Rua Padre Antônio de Sá,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03066-010
Rua Passos Ourique,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03313-060
Rua Pedro Vicente Mário Gallo,Chácara Tatuapé,"São Paulo, SP","Chácara Tatuapé, São Paulo, SP",03060-027
Rua Pedro de Resende,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03067-070
Rua Pimenta Bueno,Chácara Tatuapé,"São Paulo, SP","Chácara Tatuapé, São Paulo, SP",03060-000
Rua Pitangui,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03077-090
Travessa Plácido Pina Martinho,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03313-005
Rua Potiguares,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03065-010
Rua Professor Carlos Zagotis,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03314-020
Rua Professor Luciano Maia,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03066-050
Rua Professor Pedreira de Freitas,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03312-052
Rua Professora Maria Francisca Castilho,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03316-060
Rua Professora Sebastiana Silva Minhoto,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03316-030
Praça Pádua Dias,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03067-050
Travessa Rafael Fins,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03307-030
Rua Redenção,Chácara Tatuapé,"São Paulo, SP","Chácara Tatuapé, São Paulo, SP",03060-010
Rua Restinga,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03065-020
Travessa Rio Butiá,Vila Zilda (Tatuapé),"São Paulo, SP","Vila Zilda (Tatuapé), São Paulo, SP",02318-440
Rua Antônio de Barros 480,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03089-970
Rua Filipe Camarão 252,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03065-973
Rua Filipe Camarão 252,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03065-972
Rua Filipe Camarão 252,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03065-970
Rua Isidro Tinoco 147,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03316-970
Rua Tuiuti 2114,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03307-970
Rua Sabatino Nastari,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03081-040
Avenida Salim Farah Maluf,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03076-000
Rua Salvador de Lima,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03070-020
Rua Santa Virgínia,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03084-000
Rua Santa Virgínia 299 Bloco A,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03084-902
Rua Sante Colombara,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03311-010
Rua Sargento Osvaldo,Vila Zilda (Tatuapé),"São Paulo, SP","Vila Zilda (Tatuapé), São Paulo, SP",03069-020
Praça Senador Virgílio Távora,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03301-010
Rua Serra Morena,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03066-040
Rua Simas Pimenta,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03067-020
Rua Soriano de Sousa,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03066-020
Rua Sousa Breves,Vila Zilda (Tatuapé),"São Paulo, SP","Vila Zilda (Tatuapé), São Paulo, SP",03069-060
Rua Sousa de Menezes,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03314-010
Rua São Gil,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03401-030
Rua São Jácomo,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03312-007
Rua São Luís,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03311-007
Rua Tanquinho,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03080-040
Rua Tariana,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03311-020
Rua Tatagibá,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03077-110
Ponte Tatuapé,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03076-005
Rua Teixeira de Melo,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03067-000
Rua Tenente Gelás,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03090-030
Rua Terebé,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03311-030
Rua Tietequera,Vila Zilda (Tatuapé),"São Paulo, SP","Vila Zilda (Tatuapé), São Paulo, SP",03069-040
Rua Tijuco Preto,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03316-000
Praça Tomás Galhardo,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03316-110
Travessa Trufas,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03307-050
Rua Tuiuti - de 32/33 a 590/591,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03081-003
Rua Tuiuti 589,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03081-900
Rua Tuiuti 2562,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03307-900
Rua Tuiuti - de 592/593 a 1182/1183,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03081-015
Rua Tuiuti - de 1184/1185 a 1771/1772,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03081-012
Rua Tuiuti - de 1773/1774 ao fim,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03307-005
Rua Ulisses Cruz,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03077-000
Rua Ulisses Cruz 931/935,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03077-900
Rua Urumajó,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03071-110
Rua Ururaí,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03084-010
Rua Vargem Grande,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03316-020
Travessa Vicente Piccollotto,Chácara Tatuapé,"São Paulo, SP","Chácara Tatuapé, São Paulo, SP",03060-005
Rua Viegas Muniz,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03312-006
Rua Vilela - até 389/390,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03068-000
Rua Vilela - de 391/392 ao fim,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03314-000
Rua Vitório Compri,Chácara Tatuapé,"São Paulo, SP","Chácara Tatuapé, São Paulo, SP",03060-007
Travessa Wladimir Tognoli,Chácara Tatuapé,"São Paulo, SP","Chácara Tatuapé, São Paulo, SP",03060-015
Rua da Amizade do Tatuapé,Vila Gomes Cardim,"São Paulo, SP","Vila Gomes Cardim, São Paulo, SP",03319-060
Estrada Velha da Penha,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03090-020
Rua do Tatuapé,Maranhão,"São Paulo, SP","Maranhão, São Paulo, SP",03089-030
Viela Ângelo de Branco,Tatuapé,"São Paulo, SP","Tatuapé, São Paulo, SP",03066-054
Rua Abel Correa Almeida Pires,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02350-070
Rua Alagoa de Roça,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02357-130
Rua Albertina,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02372-160
Travessa Alberto Moravia,Jardim Tremembé,"São Paulo, SP","Jardim Tremembé, São Paulo, SP",02354-460
Rua Alberto de Deus Nunes,Jardim Tremembé,"São Paulo, SP","Jardim Tremembé, São Paulo, SP",02354-470
Rua Aldo Forlim,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02357-180
Rua Alexandrina,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02372-150
Rua Almeida Mercês,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02372-010
Rua Andréa Del Sarto,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02372-140
Travessa Antônio Camilo,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02376-170
Rua Antônio Pestana,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02370-020
Rua Antônio Pinto Bandeira,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02357-010
Rua Antônio Tornelli,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02376-030
Rua Aponia,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02357-160
Rua Barão Monteiro de Tremembé,Conjunto Habitacional Inácio Monteiro,"São Paulo, SP","Conjunto Habitacional Inácio Monteiro, São Paulo, SP",08472-723
Praça Beneficente,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02357-170
Rua Biriricas,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02357-150
Rua Bruniquel,Jardim Tremembé,"São Paulo, SP","Jardim Tremembé, São Paulo, SP",02349-010
Rua Camaraipi,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02372-120
Rua Capitão José Aguirre Camargo,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02357-120
Rua Carlos Alberto de Oliveira,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02320-240
Rua Casaca de Couro,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02378-030
Travessa Cláudio Ramos Amazonas,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02370-060
Rua Comendador Armando Pereira,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02357-090
Praça Coronel Alonso Tenório Diniz,Jardim Tremembé,"São Paulo, SP","Jardim Tremembé, São Paulo, SP",02355-320
Travessa Dança das Horas,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02376-130
Viela Dois,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02357-097
Rua Dom Teodósio,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02357-020
Rua Doutor Alberto Cardoso de Melo,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02372-130
Rua Doutor Fauze Calil Adde,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02357-240
Rua Doutor Nelson Saad,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02357-250
Rua Elias de Souza Pinto,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02357-060
Travessa Espumas Flutuantes,Jardim Tremembé,"São Paulo, SP","Jardim Tremembé, São Paulo, SP",02349-110
Rua Ferrúcio Beneduzzi,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02350-030
Rua Flor da Serra,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02357-140
Rua Francisco Inglês,Tremembé,"São Paulo, SP","Tremembé, São Paulo, SP",02376-020
